some_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,dist
2351,0,0,1,2,3,1,5,3,3,3,4,1,10,6,9,11,7,6,7,12,8,8,11,15,17,14,10,12,15,13,19,19,19,15,21,15,18,27,33,20,26,33,28,19,23,26,23,30,28,27,36,36,21,43,36,34,37,28,34,29,31,47,36,37,38,38,37,30,37,52,41,34,53,50,49,41,60,54,51,44,43,59,47,60,50,56,48,59,48,48,58,60,46,67,51,65,52,57,58,60,28,1
2352,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,3,2,0,1,6,2,4,4,5,7,7,3,4,4,6,11,6,11,8,12,16,14,12,18,19,10,21,16,21,26,17,16,25,28,30,21,34,28,24,36,33,40,45,36,42,47,39,36,40,36,54,39,49,57,53,49,44,60,51,67,55,49,53,42,60,58,65,74,62,54,74,60,59,70,64,78,67,74,87,87,68,74,77,30,0
2353,13,19,14,23,18,27,18,15,20,10,18,22,23,12,19,19,21,19,18,17,14,20,19,28,19,25,20,28,16,25,15,23,30,17,23,27,21,23,19,27,34,23,23,34,22,29,22,29,35,29,32,32,25,31,35,31,29,32,33,40,26,26,35,38,35,37,32,31,31,29,34,42,34,30,38,43,41,44,38,40,37,43,34,55,49,47,39,30,42,57,43,25,38,38,38,36,51,53,54,59,24,0
2354,11,39,27,24,21,19,23,24,22,20,19,24,28,30,20,27,16,28,20,21,32,30,21,21,20,31,32,17,26,27,27,23,19,30,28,31,36,22,31,29,22,35,29,30,27,32,31,31,32,36,35,31,34,33,22,36,30,30,35,24,34,30,27,42,41,40,35,36,33,36,36,39,31,32,36,28,33,29,33,39,25,38,30,36,28,37,44,30,40,33,24,38,34,44,42,31,31,44,27,24,19,0
2355,0,2,3,5,6,6,3,4,7,7,8,8,15,16,14,9,8,20,15,12,12,13,19,18,9,23,21,14,25,20,31,23,28,22,26,29,17,23,31,33,38,31,18,26,45,43,35,22,21,27,30,36,34,47,35,38,34,47,43,33,36,46,37,41,51,32,40,39,39,29,34,32,39,42,42,45,50,49,44,44,57,45,34,44,42,41,40,51,30,53,48,39,42,36,47,57,49,41,43,41,21,0
2356,0,0,0,0,0,0,1,2,2,1,2,3,0,1,4,1,3,4,2,5,6,3,7,7,11,11,9,11,7,5,11,12,18,16,18,17,12,13,18,18,17,19,13,23,22,27,22,25,21,25,20,23,29,38,31,36,39,33,39,52,41,37,44,47,36,40,46,41,46,41,45,46,61,51,47,50,52,54,51,67,45,64,57,77,64,47,70,52,68,52,55,59,56,52,63,54,56,76,70,62,43,0
2357,0,0,0,0,0,0,0,0,1,2,1,1,1,2,2,4,4,7,5,3,5,7,8,11,9,4,9,14,14,11,12,18,12,19,13,13,14,23,26,21,18,19,25,26,31,23,23,31,34,22,26,29,39,40,41,47,37,43,50,48,35,42,51,49,39,41,50,39,42,51,49,42,47,51,61,49,39,50,59,60,62,41,56,60,57,54,43,64,56,51,47,49,55,58,48,58,48,54,63,52,30,0
2358,0,0,0,0,0,1,0,1,1,1,0,1,3,0,0,0,3,2,0,2,2,2,3,4,4,6,5,9,7,5,14,17,12,16,13,10,12,18,19,23,22,12,26,22,20,27,22,25,36,24,26,26,37,40,38,34,42,32,26,34,51,37,33,39,45,48,40,53,49,51,30,40,48,51,52,49,56,53,46,64,53,60,45,63,58,57,62,65,65,56,45,62,67,78,80,66,57,44,87,81,27,0
2359,5,20,21,18,19,18,25,16,15,25,20,21,12,13,21,17,21,23,14,22,16,21,20,27,28,28,22,21,22,17,27,19,14,23,23,20,31,21,28,29,26,35,22,24,31,29,25,26,30,32,41,47,37,26,29,26,35,41,38,27,32,23,28,22,41,32,42,44,37,28,45,36,38,52,34,29,31,44,30,42,27,45,40,36,33,28,49,43,43,46,42,39,45,43,51,41,42,45,43,39,20,0
2360,10,29,26,19,27,14,13,22,28,20,15,21,24,28,27,19,33,21,21,25,20,23,31,26,16,23,24,29,20,28,32,17,20,23,25,21,20,26,35,21,33,31,28,28,28,29,30,24,25,31,38,19,37,19,25,34,27,28,33,25,35,29,25,46,28,31,40,33,52,29,30,43,47,34,33,45,45,27,51,35,21,42,37,42,35,38,37,34,33,39,35,37,39,36,37,44,44,37,42,42,17,0
2361,1,5,7,7,4,4,8,6,11,12,10,8,6,13,10,16,10,13,12,19,15,14,19,17,12,21,20,17,24,23,11,21,25,21,26,26,35,24,21,22,27,33,28,19,30,28,27,29,36,29,27,28,30,37,31,36,35,32,34,34,45,39,42,30,37,27,37,39,42,35,43,56,37,43,42,38,50,51,51,41,48,47,48,60,39,41,53,39,51,47,48,44,42,43,42,55,43,48,53,60,18,0
2362,0,0,0,1,2,0,0,0,3,0,2,3,3,4,6,9,4,5,6,5,7,7,14,17,18,20,12,9,17,21,21,22,19,23,16,24,22,24,24,21,29,30,28,29,34,28,28,30,39,42,33,40,25,37,37,34,42,46,31,44,46,34,40,36,44,27,40,29,52,56,51,42,41,47,55,42,53,43,48,48,43,43,54,50,59,45,46,41,42,43,43,61,57,46,62,54,45,68,59,51,17,0
2363,5,14,16,11,11,20,10,18,13,18,12,13,15,13,15,17,20,25,19,23,26,23,26,21,24,16,20,19,19,30,23,26,22,24,24,21,31,31,24,30,25,24,17,38,26,32,29,32,27,36,50,35,37,30,22,26,24,24,46,36,36,39,37,35,41,24,36,34,28,39,28,30,33,21,44,40,39,40,42,46,48,33,35,45,44,50,40,41,32,46,49,43,40,50,46,45,43,48,33,56,17,0
2364,0,6,7,9,14,18,20,19,22,12,15,17,20,21,17,18,21,20,24,20,25,27,22,23,23,36,20,27,26,20,33,26,27,26,34,24,28,25,34,32,45,29,32,27,30,33,29,27,26,31,29,37,36,27,29,39,23,33,35,34,43,39,32,32,38,38,42,31,44,32,31,33,39,33,48,36,27,43,31,31,37,47,36,32,36,32,44,37,35,38,39,41,50,39,37,42,33,49,32,36,16,1
2365,1,0,0,0,1,1,0,2,3,4,3,1,1,4,3,6,6,7,11,6,8,11,13,13,14,8,23,16,12,14,17,22,18,15,21,18,22,29,19,20,25,17,20,18,26,28,28,22,34,32,30,36,49,38,26,36,40,31,40,34,38,40,41,42,35,39,41,37,45,49,47,49,45,44,46,45,44,48,47,39,52,62,53,43,55,55,56,55,54,52,50,54,61,56,54,69,57,57,62,50,29,0
2366,0,0,0,0,0,1,0,0,1,2,0,6,1,4,1,3,7,4,7,4,3,11,7,16,11,10,10,19,14,9,13,10,19,22,23,24,19,22,21,31,20,30,27,30,30,32,31,24,30,29,32,22,38,33,37,40,30,31,46,54,42,43,44,46,32,43,41,41,42,44,55,50,58,46,30,51,37,36,60,49,52,49,48,47,56,49,63,62,66,51,54,61,55,46,51,51,64,49,51,59,25,0
2367,1,0,3,1,4,3,5,3,6,5,6,2,4,6,4,7,9,7,9,10,9,11,22,14,10,13,16,17,20,19,14,29,20,21,25,14,31,26,30,19,27,29,22,23,18,22,35,30,28,34,31,31,43,34,28,31,37,27,33,26,36,41,34,46,44,44,40,50,33,48,50,45,53,47,36,55,54,46,40,41,51,43,42,51,43,57,56,57,57,48,57,55,46,43,58,51,54,56,56,58,14,0
2368,0,1,5,7,5,2,7,9,3,10,9,6,18,10,10,13,19,16,12,10,20,19,21,21,20,21,23,18,18,27,27,20,21,23,29,25,32,27,31,25,23,24,26,27,24,30,39,27,33,41,23,34,29,40,32,37,32,32,26,31,35,20,35,37,32,48,28,42,37,37,36,37,46,48,41,53,52,49,33,54,36,51,36,36,34,44,50,40,42,40,50,55,47,48,62,50,55,53,45,53,23,1
2369,9,10,12,13,12,14,12,17,11,7,12,14,9,14,18,18,15,11,18,19,25,10,17,16,28,14,21,21,17,15,20,18,23,22,20,24,15,21,19,38,23,29,21,26,16,21,30,31,34,25,32,29,35,34,39,29,36,28,25,36,26,31,33,36,37,33,41,30,43,41,34,42,43,39,44,46,46,46,45,36,41,50,48,37,58,36,41,39,43,54,38,49,35,49,46,48,51,59,55,75,28,0
2370,3,3,7,5,4,7,5,10,10,13,8,10,10,8,6,4,10,7,14,14,14,9,6,15,9,11,5,9,12,14,21,11,10,11,15,20,24,16,14,11,14,18,18,17,27,26,27,18,21,17,23,29,26,20,38,28,33,35,38,30,34,30,36,38,31,39,40,34,52,43,40,40,47,58,37,42,46,54,49,32,48,50,51,53,44,57,53,58,64,61,58,61,72,60,73,67,78,63,83,66,40,0
2371,0,1,2,4,3,5,3,7,5,7,3,8,12,1,7,6,10,6,11,11,12,16,13,8,15,20,15,17,15,14,6,20,27,28,24,24,26,22,29,24,30,30,25,26,24,35,20,18,29,34,37,38,28,28,28,30,39,37,39,33,32,40,33,34,49,40,48,46,39,44,41,40,47,24,49,44,51,37,47,57,40,52,45,45,50,43,52,36,65,44,48,50,47,59,52,61,65,50,63,63,33,1
2372,0,1,5,2,3,8,9,14,6,5,8,4,6,13,15,15,20,11,20,12,16,25,20,26,31,30,13,26,23,20,18,29,33,26,27,32,20,24,30,27,31,28,23,35,33,25,33,39,43,43,42,36,34,20,37,40,34,38,36,37,32,47,34,39,35,48,29,44,39,28,52,42,35,45,36,44,43,33,42,43,49,52,45,52,45,42,41,36,48,30,45,34,34,45,44,35,34,40,46,36,17,0
2373,0,0,0,0,0,0,1,0,3,2,1,2,4,2,2,6,2,7,7,9,14,14,10,18,10,19,16,17,23,23,14,20,22,12,28,27,21,30,23,25,25,25,28,32,25,37,36,32,42,30,33,29,30,34,39,38,33,37,32,50,30,43,38,44,41,51,41,37,43,62,49,40,46,44,42,59,42,41,40,47,47,55,44,45,56,65,53,40,38,47,62,62,53,53,46,40,45,50,50,49,19,0
2374,2,3,6,4,4,3,7,5,7,5,5,5,5,6,5,10,8,4,5,9,5,6,6,6,10,15,10,8,12,7,14,11,16,16,12,9,15,14,10,22,17,10,16,16,15,20,31,20,16,21,25,34,16,24,31,37,32,28,27,33,32,41,21,29,31,35,33,47,39,38,33,49,41,44,39,46,57,54,46,56,47,48,55,56,70,52,68,61,59,69,70,75,81,63,91,74,70,72,95,78,34,0
2375,2,3,9,5,6,2,8,10,6,10,9,5,9,11,6,16,10,9,9,19,10,15,14,15,6,9,8,16,23,13,17,24,21,22,10,16,14,24,13,12,18,18,27,24,25,22,22,25,28,25,28,23,28,20,28,25,36,27,33,39,31,40,33,33,25,47,40,31,37,44,32,46,47,45,37,50,52,51,61,52,49,56,43,51,60,66,51,60,59,65,49,57,59,58,64,63,59,50,61,64,35,0
2376,0,2,5,4,6,0,6,2,5,4,6,5,8,2,7,9,3,10,8,10,10,9,8,10,4,4,7,14,19,15,6,20,13,16,17,23,15,19,21,18,16,12,21,17,15,22,21,14,27,22,26,31,34,26,28,38,22,27,36,21,37,41,27,38,39,33,40,41,35,38,34,48,40,51,41,49,54,39,57,51,56,54,56,51,47,50,61,84,68,57,75,56,63,55,59,72,71,70,96,83,37,0
2377,0,8,5,11,7,10,7,10,11,7,10,16,19,13,16,19,12,22,16,24,13,22,29,25,21,23,17,28,28,17,23,18,25,20,24,34,24,22,30,38,20,32,14,31,27,40,33,37,33,32,35,37,34,26,39,21,27,38,31,30,33,34,38,40,49,33,30,29,42,29,29,39,41,46,33,38,49,36,45,46,47,39,46,47,50,41,43,43,43,30,46,51,42,40,41,44,32,55,46,48,26,1
2378,4,5,7,5,12,9,9,9,11,5,13,8,16,6,14,11,13,11,10,17,16,23,14,13,15,14,12,23,12,19,20,22,24,24,28,13,18,21,29,20,20,24,19,21,21,19,25,23,26,21,28,23,29,30,31,28,25,40,46,19,42,29,42,34,38,37,42,37,42,49,45,38,32,46,52,52,35,59,46,53,50,49,55,46,59,46,43,36,65,56,55,68,49,45,59,51,53,49,43,58,22,0
2379,1,2,3,4,6,8,1,4,4,6,6,16,9,15,18,13,6,11,17,14,14,24,16,11,23,16,17,21,18,26,14,23,18,12,26,26,25,28,26,26,31,29,31,32,29,25,23,32,29,24,24,35,32,39,25,30,37,37,36,43,30,31,47,35,35,36,36,43,38,42,47,54,47,43,39,37,40,35,52,47,36,42,51,51,50,36,54,43,53,48,45,47,51,50,50,53,53,61,43,50,22,1
2380,0,0,0,2,0,1,2,5,4,1,5,5,4,4,3,1,12,4,9,14,11,8,8,10,8,13,14,11,10,10,18,11,19,14,16,19,18,19,21,21,18,20,29,23,18,27,21,20,33,31,35,28,25,28,42,44,28,33,27,20,43,37,27,24,37,36,37,45,39,46,47,35,53,55,57,49,39,37,44,49,54,53,60,63,55,59,57,57,63,66,66,62,66,58,75,65,52,54,67,78,29,1
2381,4,11,6,3,6,5,5,16,9,9,16,8,14,11,11,9,16,14,15,12,17,18,20,15,14,19,15,12,13,17,17,26,20,22,21,29,24,21,22,26,12,25,21,36,20,22,33,26,39,26,26,36,24,23,27,24,31,31,27,39,35,37,35,27,31,38,36,41,43,35,31,52,33,46,33,44,41,32,44,44,64,51,43,49,39,48,52,49,64,51,62,51,42,60,71,55,60,68,51,54,22,0
2382,8,8,7,9,12,6,7,10,14,11,13,10,10,4,14,13,11,15,12,9,10,17,21,15,12,22,17,13,23,18,22,17,18,19,25,19,21,18,21,22,20,34,28,24,26,23,24,28,15,32,27,25,28,26,25,27,26,28,23,24,32,36,33,35,34,29,40,37,42,44,40,47,31,53,58,40,36,33,32,41,47,38,49,51,43,42,57,65,51,56,57,59,62,49,60,61,56,65,71,59,43,0
2383,1,9,9,10,10,6,8,9,13,7,8,6,14,21,17,11,10,11,14,14,12,14,17,13,13,22,16,24,24,17,13,22,20,22,26,19,27,20,23,25,17,24,32,19,23,29,35,29,32,27,26,33,30,36,30,32,32,39,33,32,44,35,33,42,52,35,45,39,36,39,50,44,39,37,48,52,53,49,33,35,50,35,46,42,48,44,45,40,46,50,53,43,55,46,46,66,45,46,42,58,27,0
2384,3,3,7,5,2,1,2,3,10,2,6,7,1,4,5,6,5,9,9,6,3,10,7,6,7,12,6,7,8,11,15,10,11,13,12,14,18,21,15,10,14,18,17,19,18,21,21,23,21,23,26,19,29,24,30,29,18,24,27,31,42,39,23,42,39,35,50,40,40,53,43,42,47,44,56,47,49,48,48,48,42,54,63,54,68,44,49,68,56,65,65,65,82,71,67,73,92,82,73,93,35,0
2385,0,1,0,1,2,0,2,4,4,5,5,5,11,10,7,5,9,14,7,7,7,13,12,12,17,15,18,20,20,21,25,24,29,27,26,23,27,26,19,31,39,30,32,27,33,33,22,28,27,32,42,40,32,37,35,41,34,37,39,43,29,39,41,39,40,53,29,42,55,43,52,43,41,47,48,51,35,44,38,47,44,44,54,40,46,46,39,43,46,40,50,49,46,42,50,46,44,60,50,47,24,0
2386,1,0,0,0,1,2,2,2,1,2,1,3,4,2,3,2,2,4,7,11,4,5,9,5,11,9,14,13,19,12,21,13,15,15,24,28,16,17,18,25,21,19,25,32,30,32,38,24,30,33,36,38,27,30,38,39,34,44,29,40,45,39,41,50,30,40,48,49,47,46,45,48,48,46,48,40,41,43,58,57,55,42,50,57,53,52,47,54,50,59,61,47,56,49,57,48,65,63,55,55,34,0
2387,2,7,3,7,5,6,3,6,6,10,8,7,5,8,6,11,6,9,6,4,15,13,12,10,11,14,8,11,16,10,14,12,18,14,16,19,8,16,15,14,16,18,21,25,23,23,18,22,25,23,20,19,19,25,21,24,30,37,31,40,50,36,49,34,40,40,52,33,35,33,46,46,36,58,37,55,50,45,45,53,54,45,58,59,57,45,60,56,57,56,54,81,65,54,82,49,77,84,70,52,41,0
2388,0,1,2,0,1,4,3,7,2,3,8,8,7,3,9,10,6,6,8,11,11,11,15,9,5,13,22,14,9,20,18,19,16,19,23,28,17,20,21,38,25,28,24,36,22,27,32,21,26,30,28,35,32,28,32,30,36,28,41,32,22,45,27,41,34,45,36,50,47,54,36,32,30,46,48,35,51,56,55,40,49,56,56,47,55,34,61,53,41,56,49,62,66,61,55,50,51,69,56,68,35,1
2389,9,16,20,17,20,16,11,18,21,21,14,16,15,13,17,21,26,22,22,19,25,19,22,20,21,24,24,17,20,17,28,20,33,28,21,21,26,29,26,22,25,29,19,29,27,31,31,31,17,35,30,24,38,24,34,24,27,32,31,35,30,39,33,31,42,28,30,49,31,41,39,23,51,38,37,36,30,41,36,41,33,34,44,36,36,38,52,43,46,41,45,41,44,40,44,49,54,48,44,42,30,0
2390,4,5,12,11,14,8,11,10,14,9,11,12,15,12,17,15,13,14,18,13,17,19,19,19,17,23,22,17,13,12,25,14,20,20,24,18,33,22,24,29,18,23,27,21,29,33,31,21,35,24,28,23,31,31,32,39,39,38,34,38,23,36,34,40,31,37,35,37,42,41,44,48,36,41,46,43,37,41,37,35,39,39,41,47,45,46,50,50,57,50,50,42,44,44,46,48,49,59,60,61,29,0
2391,0,0,0,0,0,0,0,0,2,0,1,1,3,0,0,1,0,1,3,4,2,3,2,7,2,9,4,5,6,9,9,9,9,17,15,15,16,16,20,20,21,21,14,21,25,24,21,20,27,24,26,29,30,35,35,33,33,32,38,31,47,36,35,44,45,37,43,50,49,34,44,59,42,52,65,44,57,67,43,54,57,61,59,80,53,68,69,58,65,59,49,71,65,64,58,70,59,64,67,71,35,0
2392,0,0,0,0,0,1,1,1,2,4,4,5,5,5,9,8,7,3,7,6,3,6,9,10,8,10,9,12,10,11,11,9,16,14,17,22,13,17,20,17,19,20,17,20,15,20,18,24,22,32,26,25,31,34,33,32,27,33,32,29,25,34,43,30,27,40,43,34,48,43,43,50,38,42,54,44,49,53,49,50,51,60,60,58,57,72,54,70,60,69,56,76,72,69,60,82,60,73,74,70,37,1
2393,2,7,7,4,3,8,12,10,9,12,4,8,14,10,4,9,14,9,16,18,9,12,18,11,13,12,17,11,17,20,16,19,21,14,26,21,19,18,19,16,25,23,25,17,23,17,23,19,22,33,25,31,20,24,26,31,39,39,30,52,43,37,49,29,39,32,28,44,50,38,51,61,34,45,51,42,44,41,39,37,34,54,60,48,47,57,54,52,59,43,47,57,58,51,67,56,57,57,61,60,34,0
2394,6,7,8,3,11,9,9,8,10,11,6,10,19,10,5,13,15,10,21,18,12,11,18,12,16,14,14,11,17,22,25,19,24,21,27,14,19,24,25,16,31,27,20,27,21,21,25,32,22,28,31,24,31,29,36,28,42,36,29,37,44,34,38,31,40,41,32,31,38,36,47,40,40,46,25,50,47,42,44,43,42,39,55,45,39,54,63,60,56,41,57,64,42,45,65,42,56,57,65,45,32,0
2395,0,5,4,5,6,7,2,5,6,2,4,3,12,3,2,7,7,5,3,5,6,5,13,8,9,11,12,17,16,6,12,15,11,9,11,17,25,20,23,16,17,16,19,23,19,21,25,27,24,26,22,25,24,24,31,34,32,23,32,27,21,35,32,29,33,46,41,38,48,29,32,46,41,39,38,58,55,56,58,49,53,46,52,62,59,70,60,74,61,56,59,69,64,62,62,72,68,67,83,99,32,0
2396,1,0,3,4,3,1,7,7,7,5,13,7,9,10,10,14,5,7,15,15,12,10,14,21,19,16,20,18,14,20,13,21,20,20,28,23,33,22,22,24,23,24,29,25,31,38,35,21,30,27,27,27,27,29,24,38,39,36,32,33,33,32,44,52,42,43,49,57,36,32,39,42,43,41,36,42,41,46,37,57,48,61,51,48,45,63,41,44,45,43,41,46,55,47,45,49,54,61,53,57,31,1
2397,0,5,8,7,5,8,8,7,4,4,3,5,7,9,10,8,9,10,9,14,11,10,13,17,19,16,13,19,18,14,12,15,13,24,26,26,21,20,22,20,17,29,20,20,28,33,20,26,29,22,32,29,31,24,36,27,39,33,24,29,39,40,42,33,40,49,31,44,32,31,36,34,43,33,45,46,33,51,58,64,44,49,44,56,55,51,49,59,49,63,47,70,66,53,57,56,62,60,57,60,32,0
2398,5,15,18,14,17,18,22,13,10,17,16,19,18,15,20,18,26,23,14,23,25,15,17,19,18,28,14,21,20,18,23,25,15,27,18,26,15,21,18,22,20,22,28,29,22,30,34,29,28,31,28,27,33,30,30,25,32,33,36,27,40,41,43,31,38,32,39,39,37,29,36,28,53,31,42,37,30,40,42,34,34,58,32,35,47,50,38,43,46,48,37,55,52,48,48,40,43,51,56,54,23,0
2399,2,17,2,10,14,12,11,14,19,15,16,16,16,11,18,13,16,20,12,17,10,16,19,12,22,21,17,20,20,13,15,23,28,25,21,20,31,26,20,34,25,26,15,35,26,27,28,21,34,22,40,30,31,32,26,30,25,31,36,27,33,43,38,39,39,33,39,29,47,45,26,44,42,39,39,32,33,37,37,43,39,42,43,29,55,46,49,37,54,59,50,38,55,38,58,57,43,61,59,55,25,0
2400,0,1,1,4,4,4,3,7,8,7,3,11,14,12,6,8,13,12,10,16,12,19,21,20,16,22,20,15,25,21,31,19,24,16,19,24,21,32,29,29,24,28,32,41,29,26,48,25,22,30,24,37,31,33,35,37,29,38,47,27,40,41,42,38,39,46,43,43,37,40,44,53,44,47,40,37,35,41,45,47,45,51,41,52,53,42,50,44,42,43,41,41,45,47,43,39,48,54,42,48,25,0
2401,1,7,3,2,6,3,2,5,10,6,5,9,6,7,6,16,8,6,8,4,11,11,12,18,8,12,4,14,12,15,17,14,17,14,12,16,21,19,18,16,21,20,21,15,24,27,20,24,20,22,27,18,26,26,30,22,25,18,25,37,30,31,41,33,42,42,31,33,28,42,45,54,56,48,47,43,54,51,51,51,54,60,56,42,54,64,63,58,58,66,68,52,68,62,61,65,73,73,66,74,41,0
2402,0,0,0,1,1,0,0,3,4,5,4,1,4,5,3,5,7,5,5,9,5,7,14,9,10,12,9,14,22,17,23,18,25,19,22,21,26,19,17,24,30,30,23,32,21,28,29,32,25,27,37,34,37,36,39,37,47,30,29,37,40,43,41,33,43,37,35,41,59,42,51,48,45,44,50,49,48,42,40,51,52,51,51,52,40,66,49,46,46,49,52,49,59,52,49,60,54,48,52,74,32,0
2403,0,0,0,0,1,2,1,3,2,4,3,3,2,3,5,4,7,8,6,3,8,17,8,18,14,12,19,9,20,18,27,23,23,21,17,21,18,28,35,27,25,23,29,29,29,29,30,23,35,28,34,38,37,39,32,42,49,31,42,35,34,42,45,33,36,46,40,42,45,41,39,38,45,38,39,41,47,37,47,49,51,47,55,49,41,62,50,50,45,57,49,44,47,55,53,59,54,67,67,46,29,0
2404,8,5,9,6,7,4,8,6,10,8,15,14,15,9,14,21,17,18,11,13,10,20,12,10,15,19,15,16,16,23,22,19,15,19,21,23,15,15,22,21,42,28,33,30,28,28,39,35,35,32,34,35,33,34,32,38,34,36,31,29,44,34,38,39,35,26,48,42,35,40,27,52,48,36,44,45,44,40,41,45,47,55,46,29,49,50,54,40,56,53,48,40,49,49,40,51,28,52,54,60,15,0
2405,5,14,12,17,16,12,6,14,12,17,12,15,20,17,25,18,11,23,23,16,31,21,15,21,17,25,18,24,21,23,25,17,18,30,21,19,24,27,28,27,35,38,31,25,24,31,33,24,24,33,38,39,32,29,35,30,31,41,24,33,34,27,48,35,29,33,37,31,32,43,38,33,49,52,32,31,48,32,30,40,41,36,39,38,35,37,51,40,33,51,44,46,50,57,39,44,41,41,34,54,28,0
2406,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,7,6,7,5,4,6,7,6,8,13,11,15,9,19,10,18,18,7,13,17,23,19,16,26,24,27,14,18,25,28,26,28,38,44,32,32,33,28,42,37,43,26,34,46,40,38,44,49,30,43,61,36,37,37,44,42,48,50,48,47,46,34,53,46,45,39,58,60,57,60,48,60,57,64,61,59,63,55,58,59,72,67,62,65,35,0
2407,1,3,4,3,4,2,10,6,8,6,12,8,16,12,19,18,11,16,17,18,18,12,12,12,19,23,22,20,21,23,21,19,11,26,35,22,21,26,30,20,33,28,22,34,21,32,29,30,25,26,33,30,31,33,29,34,34,31,33,31,39,23,32,34,37,40,45,44,37,25,38,43,55,40,40,52,52,41,38,48,42,49,46,44,49,49,52,39,43,44,61,44,46,64,52,51,40,45,46,56,29,1
2408,2,1,0,3,2,5,1,6,4,5,6,6,8,8,12,9,4,12,21,13,16,15,15,20,22,22,21,15,13,25,19,12,22,21,15,31,28,27,27,27,31,28,31,28,39,28,33,28,36,34,32,40,35,39,28,38,39,46,40,44,40,41,28,33,36,46,51,39,36,41,44,39,61,47,41,41,34,47,28,47,36,46,55,46,44,53,44,49,46,48,38,37,35,58,44,46,45,53,40,59,20,0
2409,0,0,0,0,2,1,0,0,0,1,4,2,4,4,2,2,4,7,7,12,6,5,4,9,9,14,8,14,12,14,12,7,17,14,17,19,18,19,16,18,12,17,21,23,25,21,23,21,22,27,32,22,31,25,24,30,26,39,28,29,34,34,41,38,40,42,40,33,47,38,36,37,33,46,45,37,61,46,56,62,66,63,53,60,69,46,64,66,56,76,60,70,65,64,82,65,65,66,68,78,50,1
2410,0,0,0,1,0,1,0,1,0,0,4,0,2,2,6,5,5,3,3,3,11,8,8,8,5,8,11,8,10,8,16,8,11,15,16,12,16,14,11,27,10,30,23,29,18,21,25,22,22,26,24,30,41,22,39,31,32,29,22,46,33,36,27,28,37,40,43,39,47,41,38,41,44,41,59,47,52,44,50,43,45,64,68,54,53,67,58,66,76,63,75,75,71,65,68,68,68,84,76,62,35,1
2411,0,0,0,2,1,1,2,0,3,3,2,1,2,7,4,5,6,3,7,6,9,5,8,9,9,11,11,17,18,18,12,14,22,18,10,17,17,15,16,8,21,17,16,21,13,27,27,23,16,16,25,33,25,27,29,28,31,25,30,30,34,36,31,45,41,41,32,37,42,30,41,42,52,49,44,53,40,52,47,60,56,49,50,69,62,60,55,83,62,53,66,68,62,92,59,66,80,71,74,77,38,1
2412,2,2,2,2,8,6,5,3,8,5,3,3,5,4,4,7,7,8,10,6,8,12,13,10,12,14,10,11,11,16,12,8,9,14,11,11,17,13,15,14,21,23,13,27,19,19,22,15,19,17,27,28,21,29,27,19,28,32,33,26,39,28,48,30,32,34,38,41,50,52,46,52,43,45,51,61,48,59,42,53,45,51,42,60,57,56,54,71,58,55,79,70,75,72,73,73,67,71,74,66,33,0
2413,11,16,18,20,21,19,17,21,20,24,23,16,23,24,20,22,21,19,27,30,20,21,22,25,28,24,22,22,28,29,29,25,36,37,32,23,16,20,29,31,39,18,27,37,29,35,29,27,17,38,34,22,21,40,33,25,28,31,33,30,28,23,27,35,36,41,25,39,31,30,39,50,27,37,34,39,33,43,30,30,45,22,41,31,35,31,37,34,43,35,52,41,38,40,47,38,51,37,38,43,20,0
2414,4,10,11,22,24,9,17,12,14,15,12,18,16,12,18,14,17,22,20,17,16,20,19,19,24,24,21,22,25,19,29,20,16,27,27,23,21,26,19,22,30,23,29,38,29,30,34,18,27,33,25,25,26,35,44,40,37,40,41,31,40,22,29,27,29,31,39,41,30,45,33,38,26,43,42,30,42,51,46,35,39,50,34,42,39,43,48,51,33,49,51,51,43,45,39,38,43,48,37,52,28,0
2415,0,0,0,0,0,0,1,0,0,0,1,3,1,1,2,4,5,5,5,3,5,9,3,5,7,5,10,7,15,5,9,10,16,11,13,18,17,15,16,23,21,20,19,16,22,19,21,21,29,25,24,28,35,42,30,23,38,50,45,36,29,49,43,48,39,53,44,48,44,50,42,50,51,42,51,63,63,60,53,54,48,51,50,52,63,53,63,75,49,57,67,60,59,72,44,77,51,55,82,56,26,0
2416,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,3,3,2,4,6,5,5,7,9,7,4,6,7,10,9,16,17,9,13,12,14,11,18,14,12,22,25,20,20,23,24,26,33,32,35,28,23,33,29,28,37,36,31,40,50,36,59,40,57,37,45,45,40,47,55,40,52,60,54,51,47,67,61,61,53,62,48,62,62,68,77,67,65,61,67,56,71,77,63,75,81,69,38,0
